,alt_title,director,domestic_gross,mojo_slug,opening_per_theater,opening_weekend_take,production_budget,release_date_limited,release_date_wide,title,widest_release,worldwide_gross,year
142,Aliens (1986),James Cameron,85160248.0,aliens,6995.0,10052042.0,,,1986-07-18,Aliens,1454.0,131060248.0,1986.0
143,Aliens in the Attic (2009),John Schultz,25200412.0,aliensintheattic,2578.0,8008423.0,45000000.0,,2009-07-31,Aliens in the Attic,3108.0,57881056.0,2009.0
144,Aliens of the Deep (IMAX) (2005),James CameronSteven Quale,8968684.0,aliensofthedeep,17754.0,479368.0,,,2005-01-28,Aliens of the Deep (IMAX),27.0,12770637.0,2005.0
145,A Little Help (2011),,96868.0,alittlehelp,1870.0,44870.0,,,2011-07-22,A Little Help,24.0,,2011.0
146,Alive Inside (2014),,256682.0,aliveinside,7200.0,7200.0,,,2014-07-18,Alive Inside,20.0,,2014.0
147,All About My Mother (1999),Pedro Almodovar,8272296.0,allaboutmymother,12590.0,50362.0,,,1999-11-05,All About My Mother,145.0,67872296.0,1999.0
148,All About Steve (2009),,33862903.0,allaboutsteve,4994.0,11241214.0,,,2009-09-04,All About Steve,2265.0,40105542.0,2009.0
149,All Dogs Go to Heaven (1989),Don Bluth,27100027.0,alldogsgotoheaven,2988.0,4712834.0,,,1989-11-17,All Dogs Go to Heaven ,1591.0,,1989.0
150,All Good Things (2010),Andrew Jarecki,582024.0,allgoodthings,18586.0,37172.0,,,2010-12-03,All Good Things,35.0,644535.0,2010.0
151,All is Bright (2013),,4556.0,allisbright,456.0,4556.0,,,2013-10-04,All is Bright,10.0,,2013.0
152,All Is Lost (2013),J.C. Chandor,6263670.0,allislost,15597.0,93583.0,,,2013-10-18,All Is Lost,483.0,13627519.0,2013.0
153,All the Pretty Horses (2000),,15540353.0,alltheprettyhorses,879.0,1304971.0,57000000.0,,2000-12-25,All the Pretty Horses ,1593.0,18133495.0,2000.0
154,All the Real Girls (2003),David Gordon Green,549666.0,alltherealgirls,6569.0,39417.0,,,2003-02-14,All the Real Girls,25.0,,2003.0
155,Almost Famous (2000),Cameron Crowe,32534850.0,almostfamous,5805.0,6926467.0,60000000.0,2000-09-15,2000-09-22,Almost Famous,2262.0,47383689.0,2000.0
156,Almost Human (2014),,8447.0,almosthuman,1361.0,2722.0,,,2014-02-21,Almost Human ,5.0,,2014.0
157,The Almost Man (2014),,,almostman,,,,,2014-08-01,The Almost Man,,,2014.0
158,Alone in the Dark (2005),Uwe Boll,5178569.0,aloneinthedark,1334.0,2834421.0,20000000.0,,2005-01-28,Alone in the Dark,2124.0,10442808.0,2005.0
159,Along Came a Spider (2001),Lee Tamahori,74078174.0,alongcameaspider,6605.0,16712407.0,60000000.0,,2001-04-06,Along Came a Spider,2573.0,105178561.0,2001.0
160,Along Came Polly (2004),,88097164.0,alongcamepolly,9289.0,27721185.0,42000000.0,,2004-01-16,Along Came Polly,3052.0,171963386.0,2004.0
161,A Long Way Down (2014),,13347.0,alongwaydown,1426.0,1426.0,,,2014-07-11,A Long Way Down,5.0,7176347.0,2014.0
162,Alpha and Omega (2010),,25107267.0,alphaandomega,3469.0,9106906.0,,,2010-09-17,Alpha and Omega,2625.0,50507267.0,2010.0
163,Alpha Dog (2007),Nick Cassavetes,15309602.0,alphadog,4975.0,6412775.0,,,2007-01-12,Alpha Dog,1292.0,32145115.0,2007.0
164,Alps (2012),,16057.0,alps,1314.0,2628.0,,,2012-07-13,Alps,3.0,16057.0,2012.0
165,Alvin and the Chipmunks (2007),Tim Hill,217326974.0,alvinandthechipmunks,12750.0,44307417.0,60000000.0,,2007-12-14,Alvin and the Chipmunks,3499.0,361336633.0,2007.0
166,Amadeus (1984),,51973029.0,amadeus,2465.0,1976987.0,,1984-09-21,1985-04-05,Amadeus,802.0,,1984.0
167,American Beauty (1999),Sam Mendes,130096601.0,americanbeauty,11598.0,8188587.0,15000000.0,1999-09-15,1999-10-01,American Beauty,1990.0,356296601.0,1999.0
168,American Dreamz (2006),Paul Weitz,7191830.0,americandreamz,2444.0,3667420.0,17000000.0,,2006-04-21,American Dreamz,1500.0,16458459.0,2006.0
169,American Gangster (2007),Ridley Scott,130164645.0,americangangster,14264.0,43565115.0,100000000.0,,2007-11-02,American Gangster,3110.0,266465037.0,2007.0
170,An American Haunting (2006),Courtney Solomon,16298046.0,americanhaunting,3452.0,5783508.0,14000000.0,,2006-05-05,An American Haunting,1703.0,29612137.0,2006.0
171,American History X (1998),Tony Kaye,6719864.0,americanhistoryx,9180.0,156076.0,20000000.0,,1998-10-30,American History X,513.0,23875127.0,1998.0
172,American Me (1992),,13086430.0,americanme,4070.0,3378100.0,,,1992-03-13,American Me,830.0,,1992.0
173,American Pie (1999),Paul WeitzChris Weitz*,102561004.0,americanpie,7460.0,18709680.0,11000000.0,,1999-07-09,American Pie,2544.0,235483004.0,1999.0
174,American Pie 2 (2001),,145103595.0,americanpie2,14729.0,45117985.0,30000000.0,,2001-08-10,American Pie 2,3157.0,287553595.0,2001.0
175,American Psycho (2000),,15070285.0,americanpsycho,4013.0,4961015.0,7000000.0,,2000-04-14,American Psycho,1242.0,34266564.0,2000.0
176,American Reunion (2012),Jon HurwitzHayden Schlossberg,57011521.0,americanreunion,6740.0,21514080.0,50000000.0,,2012-04-06,American Reunion,3203.0,234989584.0,2012.0
177,American Sniper (2014),Clint Eastwood,347251832.0,americansniper,25111.0,89269066.0,58800000.0,2014-12-25,2015-01-16,American Sniper,3885.0,540651832.0,2014.0
178,American Splendor (2003),,6010990.0,americansplendor,26617.0,159705.0,,,2003-08-15,American Splendor,272.0,7986084.0,2003.0
179,American Wedding (2003),,104565114.0,americanwedding,10520.0,33369440.0,55000000.0,,2003-08-01,American Wedding,3175.0,231449203.0,2003.0
180,An American Werewolf in London (1981),John Landis,30565292.0,americanwerewolfinlondon,4352.0,3786512.0,,,1981-08-21,An American Werewolf in London ,,,1981.0
181,An American Werewolf in Paris (1997),,26570463.0,americanwerewolfinparis,4399.0,7600878.0,25000000.0,,1997-12-25,An American Werewolf in Paris ,1731.0,,1997.0
182,America the Beautiful (2008),,76173.0,americathebeautiful,6760.0,6760.0,,,2008-05-09,America the Beautiful ,5.0,,2008.0
183,Amistad (1997),Steven Spielberg,44229441.0,amistad,7270.0,5176006.0,36000000.0,1997-12-10,1997-12-26,Amistad ,1019.0,,1997.0
184,The Amityville Horror (1979),,86432000.0,amityvillehorror,10485.0,7843467.0,,,1979-07-27,The Amityville Horror,748.0,,1979.0
185,Amores Perros (2001),Alejandro GonzÃ¡lez IÃ±Ã¡rritu,5408467.0,amoresperros,30523.0,61047.0,,,2001-03-30,Amores Perros ,187.0,20908467.0,2001.0
186,A Most Violent Year (2014),J.C. Chandor,5713179.0,amostviolentyear,1849.0,1512224.0,20000000.0,2014-12-31,2015-01-30,A Most Violent Year,818.0,5713179.0,2014.0
187,A Most Wanted Man (2014),Anton Corbijn,17237855.0,amostwantedman,4466.0,3242162.0,,2014-07-25,2014-08-01,A Most Wanted Man,801.0,31554855.0,2014.0
188,Amour (2012),Michael Haneke,6739492.0,amour,22755.0,68266.0,8900000.0,,2012-12-19,Amour,333.0,19839492.0,2012.0
189,Amour Fou (2015),,10661.0,amourfou,1462.0,4385.0,,,2015-03-18,Amour Fou,3.0,,2015.0
190,Amreeka (2009),,627436.0,amreeka,14706.0,58823.0,,,2009-09-04,Amreeka ,40.0,2176304.0,2009.0
191,Anaconda (1997),,65885767.0,anaconda,6767.0,16620887.0,,,1997-04-11,Anaconda ,2456.0,136885767.0,1997.0
192,Anacondas: The Hunt for the Blood Orchid (2004),,32238923.0,anacondas,4410.0,12812287.0,20000000.0,,2004-08-27,Anacondas:The Hunt for the Blood Orchid,2905.0,70992898.0,2004.0
193,Analyze That (2002),Harold Ramis,32130627.0,analyzethat,4187.0,11034422.0,60000000.0,,2002-12-06,Analyze That,2635.0,55003135.0,2002.0
194,Analyze This (1999),Harold Ramis,106885658.0,analyzethis,7300.0,18383507.0,80000000.0,,1999-03-05,Analyze This ,2537.0,176885658.0,1999.0
195,Anastasia (1997),Don Bluth,58406347.0,anastasia,6591.0,14104933.0,,1997-11-14,1997-11-21,Anastasia ,2511.0,139804348.0,1997.0
196,Anchorman: The Legend of Ron Burgundy (2004),Adam McKay,85288303.0,anchorman,9193.0,28416365.0,26000000.0,,2004-07-09,Anchorman:The Legend of Ron Burgundy,3104.0,90574188.0,2004.0
197,Anchorman 2: The Legend Continues (2013),Adam McKay,127352707.0,anchorman2,7480.0,26232425.0,50000000.0,,2013-12-18,Anchorman 2:The Legend Continues,3507.0,173649015.0,2013.0
198,And So It Goes (2014),Rob Reiner,15160801.0,andsoitgoes,2635.0,4642329.0,,,2014-07-25,And So It Goes,1816.0,25312387.0,2014.0
199,An Education (2009),Lone Scherfig,12574914.0,aneducation,1003.0,763234.0,7500000.0,2009-10-09,2010-02-05,An Education,763.0,26096852.0,2009.0
200,Angel-A (2007),Luc Besson,202647.0,angel-a,4246.0,29727.0,,,2007-05-25,Angel-A,18.0,9995168.0,2007.0
201,Angels & Demons (2009),Ron Howard,133375846.0,angelsanddemons,13100.0,46204168.0,150000000.0,,2009-05-15,Angels & Demons,3527.0,485930816.0,2009.0
202,The Angels' Share (2013),Ken Loach,346669.0,angelsshare,6279.0,18837.0,,,2013-04-12,The Angels' Share ,38.0,7034007.0,2013.0
203,Anger Management (2003),Peter Segal,135645823.0,angermanagement,11889.0,42220847.0,75000000.0,,2003-04-11,Anger Management,3656.0,195745823.0,2003.0
204,The Animal (2001),Luke Greenfield,57743062.0,animal,7033.0,19610520.0,47000000.0,,2001-06-01,The Animal,2788.0,84772742.0,2001.0
205,Animal Factory (2000),,43805.0,animalfactory,5746.0,5746.0,,,2000-10-20,Animal Factory ,3.0,,2000.0
206,National Lampoon's Animal House (1978),John Landis,141600000.0,animalhouse,23045.0,276538.0,,,1978-07-28,National Lampoon's Animal House,,,1978.0
207,Animal Kingdom (2010),David Michod,1044039.0,animalkingdom,8853.0,61968.0,,,2010-08-13,Animal Kingdom,61.0,6793982.0,2010.0
208,Anna (2014),,4288.0,anna,169.0,2541.0,,,2014-06-06,Anna,15.0,4288.0,2014.0
209,Anna and the King (1999),Andy Tennant,39263420.0,annaandtheking,2450.0,5223416.0,92000000.0,,1999-12-17,Anna and the King ,2132.0,113996937.0,1999.0
210,Anna Karenina (1997) (1997),,858553.0,annakarenina,15053.0,75268.0,,,1997-04-04,Anna Karenina (1997) ,34.0,,1997.0
211,Annapolis (2006),Justin Lin,17127992.0,annapolis,4785.0,7681171.0,,,2006-01-27,Annapolis,1607.0,17496992.0,2006.0
212,Annie (1982),,57059003.0,annie,4820.0,5312062.0,,1982-05-21,1982-06-18,Annie,1102.0,,1982.0
213,Anonymous (2011),Roland Emmerich,4463292.0,anonymous,3856.0,1021768.0,30000000.0,,2011-10-28,Anonymous,513.0,15395087.0,2011.0
214,Another 48 HRS. (1990),Walter Hill,80818974.0,another48hrs,7157.0,19475559.0,,,1990-06-08,Another 48 HRS. ,2721.0,153518974.0,1990.0
215,Another Earth (2011),Mike Cahill,1321194.0,anotherearth,19435.0,77740.0,,,2011-07-22,Another Earth,94.0,1776935.0,2011.0
216,Another Gay Movie (2006),,654132.0,anothergaymovie,16658.0,33316.0,,,2006-07-28,Another Gay Movie,20.0,745327.0,2006.0
217,Another Happy Day (2011),,8464.0,anotherhappyday,4232.0,8464.0,,,2011-11-18,Another Happy Day ,2.0,355688.0,2011.0
218,Another Year (2010),Mike Leigh,3205706.0,anotheryear,18645.0,111869.0,8000000.0,,2010-12-29,Another Year,236.0,19722766.0,2010.0
219,The Ant Bully (2006),,28142535.0,antbully,2764.0,8432465.0,50000000.0,,2006-07-28,The Ant Bully,3050.0,55181129.0,2006.0
220,Antichrist (2009),Lars Von Trier,404122.0,antichrist,11900.0,71397.0,,,2009-10-23,Antichrist ,19.0,791867.0,2009.0
221,Antitrust (2001),,11328094.0,antitrust,2254.0,5486209.0,,,2001-01-12,Antitrust,2433.0,18195610.0,2001.0
222,Antwone Fisher (2002),Denzel Washington,21078145.0,antwonefisher,3756.0,3783122.0,12500000.0,2002-12-19,2003-01-10,Antwone Fisher,1021.0,23367586.0,2002.0
223,Antz (1998),Eric DarnellTim Johnson,90757863.0,antz,7021.0,17195160.0,105000000.0,,1998-10-02,Antz,2929.0,171757863.0,1998.0
224,Any Day Now (2012),,201395.0,anydaynow,2531.0,40489.0,,,2012-12-14,Any Day Now,19.0,201395.0,2012.0
225,Any Given Sunday (1999),Oliver Stone,75530832.0,anygivensunday,5423.0,13584625.0,55000000.0,,1999-12-22,Any Given Sunday,2505.0,100230832.0,1999.0
226,Anything Else (2003),Woody Allen,3212310.0,anythingelse,1619.0,1673125.0,18000000.0,,2003-09-19,Anything Else,1033.0,13585075.0,2003.0
227,Apocalypse Now Redux (2001),,83471511.0,apocalypsenowredux,48496.0,96992.0,,,2001-08-03,Apocalypse Now Redux,105.0,91388490.0,2001.0
228,Apocalypto (2006),Mel Gibson,50866635.0,apocalypto,6087.0,15005604.0,40000000.0,,2006-12-08,Apocalypto,2465.0,120654337.0,2006.0
229,Apollo 13 (1995),Ron Howard,173837933.0,apollo13,11540.0,25353380.0,,,1995-06-30,Apollo 13,2347.0,355237933.0,1995.0
230,Apollo 18 (2011),,17687709.0,apollo18,2615.0,8704271.0,5000000.0,,2011-09-02,Apollo 18,3330.0,25562924.0,2011.0
231,Appaloosa (2008),Ed Harris,20211394.0,appaloosa,4833.0,5050310.0,20000000.0,2008-09-19,2008-10-03,Appaloosa,1290.0,27665851.0,2008.0
232,The Apparition (2012),Todd Lincoln,4936819.0,apparition,3508.0,2841488.0,17000000.0,,2012-08-24,The Apparition,810.0,9627492.0,2012.0
233,A Prophet (Un prophÃ¨te) (2010),,2087720.0,aprophet,18197.0,163773.0,13000000.0,,2010-02-26,A Prophet (Un prophÃ¨te),83.0,17873691.0,2010.0
234,Aquamarine (2006),Elizabeth Allen (II),18597342.0,aquamarine,2978.0,7482669.0,12000000.0,,2006-03-03,Aquamarine,2538.0,23006849.0,2006.0
235,Arbitrage (2012),Nicholas Jarecki,7919574.0,arbitrage,10163.0,2002165.0,,,2012-09-14,Arbitrage,256.0,35485056.0,2012.0
236,The Arbor (2011),,21620.0,arbor,2638.0,2638.0,,,2011-04-27,The Arbor,3.0,126182.0,2011.0
237,Are We Done Yet? (2007),Steve Carr,49662533.0,arewedoneyet,4957.0,14262724.0,,,2007-04-04,Are We Done Yet?,2944.0,58388068.0,2007.0
238,Are We There Yet? (2005),,82674398.0,arewethereyet,6856.0,18575214.0,32000000.0,,2005-01-21,Are We There Yet?,2810.0,97918663.0,2005.0
239,Argo (2012),Ben Affleck,136025503.0,argo,6020.0,19458109.0,44500000.0,,2012-10-12,Argo,3247.0,232325503.0,2012.0
240,The Aristocrats (2005),,6377461.0,aristocrats,60949.0,243796.0,,,2005-07-29,The Aristocrats,234.0,6809089.0,2005.0
241,Arlington Road (1999),Mark Pellington,24756177.0,arlingtonroad,4607.0,7515145.0,31000000.0,,1999-07-09,Arlington Road,1631.0,41067311.0,1999.0
242,Armadillo (2011),,14566.0,armadillo,3958.0,3958.0,,,2011-04-15,Armadillo,1.0,2011336.0,2011.0
243,Armageddon (1998),Michael Bay,201578182.0,armageddon,11541.0,36089972.0,140000000.0,,1998-07-01,Armageddon,3184.0,553709788.0,1998.0
244,Armored (2009),NimrÃ³d Antal,15988876.0,armored,3400.0,6511128.0,20000000.0,,2009-12-04,Armored,1919.0,22942221.0,2009.0
245,The Armstrong Lie (2013),Alex Gibney,383294.0,armstronglie,5798.0,28992.0,,,2013-11-08,The Armstrong Lie,77.0,383294.0,2013.0
246,Army of Crime (2010),,37031.0,armyofcrime,2701.0,8102.0,,,2010-08-20,Army of Crime ,3.0,1199877.0,2010.0
247,Army of Darkness (1993),Sam Raimi,11502976.0,armyofdarkness,3190.0,4424535.0,,,1993-02-19,Army of Darkness,1391.0,,1993.0
248,Army of Shadows (1969) (2006),,741766.0,armyofshadows,12620.0,12620.0,,,2006-04-28,Army of Shadows (1969) ,8.0,810532.0,2006.0
249,Around the World in 80 Days (2004),Frank Coraci,24008137.0,aroundtheworldin80days,2704.0,7576132.0,110000000.0,,2004-06-16,Around the World in 80 Days,2801.0,72178895.0,2004.0
250,A Royal Affair (2012),,1546761.0,aroyalaffair,5459.0,38212.0,,,2012-11-09,A Royal Affair,56.0,7594693.0,2012.0
251,Arthur (1981),,95461682.0,arthur,3879.0,2719534.0,,,1981-07-17,Arthur,701.0,95461682.0,1981.0
252,Arthur and the Invisibles (2006),Luc Besson,15132763.0,arthurandtheinvisibles,1911.0,4294936.0,86000000.0,2006-12-29,2007-01-12,Arthur and the Invisibles,2248.0,107944236.0,2006.0
253,Arthur Christmas (2011),Sarah Smith,46462469.0,arthurchristmas,3575.0,12068931.0,,,2011-11-23,Arthur Christmas,3376.0,147419472.0,2011.0
254,Arthur Newman (2013),,207853.0,arthurnewman,455.0,112788.0,,,2013-04-26,Arthur Newman,248.0,207853.0,2013.0
255,The Artist (2011),Michel Hazanavicius,44671682.0,artist,3583.0,2371803.0,15000000.0,2011-11-25,2012-01-20,The Artist,1756.0,133432856.0,2011.0
256,The Artist and the Model (2013),,127958.0,artistandthemodel,8450.0,16900.0,,,2013-08-02,The Artist and the Model,11.0,,2013.0
257,As Above/So Below (2014),John Erick Dowdle,21321100.0,asabovesobelow,3270.0,8632820.0,,,2014-08-29,As Above/So Below,2650.0,40235114.0,2014.0
258,As Cool As I Am (2013),,3234.0,ascoolasiam,,,,,2013-06-07,As Cool As I Am ,1.0,,2013.0
259,As Good as It Gets (1997),James L. Brooks,148478011.0,asgoodasitgets,8020.0,12606928.0,50000000.0,,1997-12-23,As Good as It Gets,1837.0,314178011.0,1997.0
260,As I Lay Dying (2013),James Franco,16697.0,asilaydying,7143.0,7143.0,,,2013-10-11,As I Lay Dying,2.0,,2013.0
261,A Single Shot (2013),,18642.0,asingleshot,1002.0,10020.0,,,2013-09-20,A Single Shot,10.0,,2013.0
262,Ask the Dust (2006),,743847.0,askthedust,9825.0,68779.0,,,2006-03-10,Ask the Dust,111.0,2460057.0,2006.0
263,Assault on Precinct 13 (2005),,20040895.0,assaultonprecinct13,2830.0,6502724.0,30000000.0,,2005-01-19,Assault on Precinct 13,2297.0,35294470.0,2005.0
264,Astro Boy (2009),David Bowers,19551067.0,astroboy,2224.0,6702923.0,65000000.0,,2009-10-23,Astro Boy,3020.0,39886986.0,2009.0
265,The Astronaut's Wife (1999),,10672566.0,astronautswife,1822.0,4027003.0,75000000.0,,1999-08-27,The Astronaut's Wife ,2209.0,19598588.0,1999.0
266,At Any Price (2013),,380594.0,atanyprice,4024.0,16095.0,,,2013-04-24,At Any Price,81.0,380594.0,2013.0
267,A Teacher (2013),,8348.0,ateacher,2342.0,4684.0,,,2013-09-06,A Teacher,7.0,,2013.0
268,A Thousand Words (2012),Brian Robbins,18450127.0,athousandwords,3268.0,6176280.0,40000000.0,,2012-03-09,A Thousand Words,1895.0,22044277.0,2012.0
269,Atlantis: The Lost Empire (2001),,84056472.0,atlantis,6755.0,20342105.0,120000000.0,2001-06-08,2001-06-15,Atlantis: The Lost Empire ,3071.0,186053725.0,2001.0
270,Atlas Shrugged: Part I (2011),,4627375.0,atlasshrugged,5640.0,1686347.0,20000000.0,,2011-04-15,Atlas Shrugged:Part I,465.0,,2011.0
271,ATM (2012),,3010.0,atm,1017.0,2034.0,,,2012-04-06,ATM,2.0,3010.0,2012.0
272,At Middleton (2014),,53837.0,atmiddleton,1688.0,33768.0,,,2014-01-31,At Middleton,20.0,,2014.0
273,Atonement (2007),Joe Wright,50927067.0,atonement,4444.0,4221866.0,,2007-12-07,2008-01-11,Atonement,1400.0,129266061.0,2007.0
274,A Touch of Sin (2013),,154120.0,atouchofsin,9934.0,19867.0,,,2013-10-04,A Touch of Sin ,7.0,,2013.0
275,A Town Called Panic (2009),,165509.0,atowncalledpanic,2850.0,2850.0,,,2009-12-16,A Town Called Panic,10.0,196176.0,2009.0
276,The Attack (2013),,1720325.0,attack,9126.0,27379.0,,,2013-06-21,The Attack,55.0,,2013.0
277,The Attacks of 26/11 (2013),,248346.0,attacksof2611,3130.0,159619.0,,,2013-03-01,The Attacks of 26/11 ,51.0,,2013.0
278,Attack the Block (2011),Joe Cornish,1024175.0,attacktheblock,17438.0,139506.0,13000000.0,,2011-07-29,Attack the Block,66.0,5824175.0,2011.0
279,Attenberg (2012),,24036.0,attenberg,3998.0,3998.0,,,2012-03-09,Attenberg,2.0,69961.0,2012.0
280,Audition (2001),,131296.0,audition,,,,,2001-08-08,Audition ,,131296.0,2001.0
281,August (1996) (1996),Anthony Hopkins,69081.0,august,2997.0,11988.0,,,1996-04-19,August (1996) ,5.0,,1996.0
282,Augustine (2013),,107352.0,augustine,2723.0,13616.0,,,2013-05-17,Augustine,10.0,,2013.0
283,August: Osage County (2013),John Wells,37738810.0,augustosagecounty,7910.0,7158265.0,,2013-12-27,2014-01-10,August:Osage County,2411.0,74188937.0,2013.0
284,August Rush (2007),,31664162.0,augustrush,4078.0,9421369.0,,,2007-11-21,August Rush,2310.0,66122026.0,2007.0
285,Aurangzeb (2013),,,aurangzeb,,,,,2013-05-17,Aurangzeb ,,,2013.0
286,Austenland (2013),,2159041.0,austenland,10166.0,40662.0,,,2013-08-16,Austenland,274.0,2159041.0,2013.0
287,Austin Powers: International Man of Mystery (1997),Jay Roach,53883989.0,austinpowers,4365.0,9548111.0,16500000.0,,1997-05-02,Austin Powers: International Man of Mystery ,2187.0,67683989.0,1997.0
288,Australia (2008),Baz Luhrmann,49554002.0,australia,5602.0,14800723.0,130000000.0,,2008-11-26,Australia,2721.0,211342221.0,2008.0
289,Autumn in New York (2000),,37761915.0,autumninnewyork,4872.0,10987006.0,65000000.0,,2000-08-11,Autumn in New York,2282.0,90726668.0,2000.0
290,Avatar (2009),James Cameron,760507625.0,avatar,22313.0,77025481.0,,,2009-12-18,Avatar,3461.0,2787965087.0,2009.0
291,The Avengers (1998) (1998),Jeremiah S. Chechik,23384939.0,avengers,4179.0,10305957.0,60000000.0,,1998-08-14,The Avengers (1998) ,2466.0,,1998.0
292,The Aviator (2004),Martin Scorsese,102610330.0,aviator,4805.0,8631367.0,110000000.0,2004-12-17,2004-12-25,The Aviator,2530.0,213741459.0,2004.0
293,Alien Vs. Predator (2004),Paul W.S. Anderson,80282231.0,avp,11278.0,38291056.0,60000000.0,,2004-08-13,Alien Vs. Predator,3401.0,172544654.0,2004.0
294,Awake (2007),,14377198.0,awake,2925.0,5856872.0,8600000.0,,2007-11-30,Awake,2023.0,32685679.0,2007.0
295,The Awakening (1980),Mike Newell,8415112.0,awakening,3001.0,2728520.0,,,1980-10-31,The Awakening ,,,1980.0
296,Awakenings (1990),Penny Marshall,52096475.0,awakenings,6479.0,8306532.0,,1990-12-22,1991-01-11,Awakenings ,1330.0,,1990.0
297,Away from Her (2007),Sarah Polley,4571521.0,awayfromher,8817.0,114628.0,,,2007-05-04,Away from Her,275.0,9194283.0,2007.0
298,Away We Go (2009),Sam Mendes,9451946.0,awaywego,32603.0,130411.0,17000000.0,,2009-06-05,Away We Go,506.0,14899417.0,2009.0
299,The Baader Meinhof Complex (2009),,476270.0,baadermeinhofcomplex,8674.0,17348.0,,,2009-08-21,The Baader Meinhof Complex ,38.0,,2009.0
300,The Babadook (2014),,950792.0,babadook,10002.0,30007.0,,,2014-11-28,The Babadook,80.0,4867792.0,2014.0
301,Babe (1995),,63658910.0,babe,5495.0,8742545.0,,,1995-08-04,Babe,1790.0,254134910.0,1995.0
302,Babel (2006),Alejandro GonzÃ¡lez IÃ±Ã¡rritu,34302837.0,babel,4442.0,5558095.0,,2006-10-27,2006-11-10,Babel,1251.0,135330182.0,2006.0
303,Babies (2010),,7320323.0,babies,4046.0,2160460.0,,,2010-05-07,Babies,543.0,9495362.0,2010.0
304,Baby Boom (1987),Charles Shyer,26712476.0,babyboom,3386.0,2929340.0,,1987-10-09,1987-10-30,Baby Boom ,892.0,,1987.0
305,Baby Geniuses (1999),,27250736.0,babygeniuses,3323.0,5613587.0,12000000.0,,1999-03-12,Baby Geniuses ,1702.0,36450736.0,1999.0
306,The Babymakers (2012),Jay Chandrasekhar,7889.0,babymakers,474.0,5215.0,,,2012-08-03,The Babymakers,11.0,7889.0,2012.0
307,Baby Mama (2008),Michael McCullers,60494212.0,babymama,6845.0,17407110.0,30000000.0,,2008-04-25,Baby Mama,2627.0,64163648.0,2008.0
308,Bachelorette (2012),Leslye Headland,447954.0,bachelorette,3862.0,181494.0,,,2012-09-07,Bachelorette,60.0,11947954.0,2012.0
309,Backdraft (1991),Ron Howard,77868585.0,backdraft,6850.0,12686200.0,,,1991-05-24,Backdraft,1983.0,152368585.0,1991.0
310,Back to the Future (1985),Robert Zemeckis,210609762.0,backtothefuture,7853.0,11152500.0,19000000.0,,1985-07-03,Back to the Future,1550.0,381109762.0,1985.0
311,Bad Asses on the Bayou (2015),,,badassesonthebayou,,,,,2015-03-06,Bad Asses on the Bayou ,,,2015.0
312,Bad Boys (1995),Michael Bay,65807024.0,badboys,7281.0,15523358.0,19000000.0,,1995-04-07,Bad Boys,2132.0,141407024.0,1995.0
313,Bad Company (2002),Joel Schumacher,30160161.0,badcompany,3738.0,11007367.0,70000000.0,,2002-06-07,Bad Company,2944.0,65977295.0,2002.0
314,Bad Education (2004),Pedro Almodovar,5211842.0,badeducation,49123.0,147370.0,5000000.0,,2004-11-19,Bad Education,106.0,40273930.0,2004.0
315,Bad Lieutenant (1992),,2000022.0,badlieutenant,23727.0,47454.0,,,1992-11-20,Bad Lieutenant,2.0,2019469.0,1992.0
316,Bad Milo! (2013),,19613.0,badmilo,409.0,4503.0,,,2013-10-04,Bad Milo!,11.0,,2013.0
317,The Bad News Bears (1976),,32211330.0,badnewsbears,,,,,1976-04-07,The Bad News Bears ,,32211330.0,1976.0
318,Bad Santa (2003),,60060328.0,badsanta,6131.0,12292952.0,23000000.0,,2003-11-26,Bad Santa,2540.0,76488889.0,2003.0
319,Bad Teacher (2011),Jake Kasdan,100292856.0,badteacher,10365.0,31603106.0,20000000.0,,2011-06-24,Bad Teacher,3049.0,216197492.0,2011.0
320,Bad Turn Worse (2014),,,badturnworse,,,,,2014-11-14,Bad Turn Worse,,,2014.0
321,Bad Words (2014),Jason Bateman,7779614.0,badwords,3041.0,2560186.0,,2014-03-14,2014-03-28,Bad Words,1074.0,,2014.0
322,Baggage Claim (2013),,21569509.0,baggageclaim,4455.0,9031102.0,,,2013-09-27,Baggage Claim,2230.0,22456509.0,2013.0
323,Baghead (2008),Jay DuplassMark Duplass,140106.0,baghead,4320.0,8640.0,,,2008-06-13,Baghead,18.0,,2008.0
324,The Bag Man (2014),,56574.0,bagman,14616.0,29231.0,,,2014-02-28,The Bag Man,15.0,,2014.0
325,The Ballad of Jack and Rose (2005),,712275.0,balladofjackandrose,14864.0,59459.0,,,2005-03-25,The Ballad of Jack and Rose,74.0,916051.0,2005.0
326,Ballast (2008),,77556.0,ballast,8572.0,8572.0,,,2008-10-01,Ballast,5.0,79710.0,2008.0
327,Balls of Fury (2007),,32886940.0,ballsoffury,3719.0,11352123.0,,,2007-08-29,Balls of Fury,3081.0,41098064.0,2007.0
328,Bandslam (2009),Todd Graff,5210988.0,bandslam,1052.0,2231273.0,,,2009-08-14,Bandslam,2121.0,12225023.0,2009.0
329,The Band's Visit (2008),,3054457.0,bandsvisit,9642.0,67492.0,,,2008-02-08,The Band's Visit,121.0,14555884.0,2008.0
330,Bangkok Dangerous (2008),,15298133.0,bangkokdangerous,2937.0,7783266.0,45000000.0,,2008-09-05,Bangkok Dangerous,2654.0,42487390.0,2008.0
